text,label
"Through conjoint analysis, you can bolster your product metrics as you’re focusing on the key elements of your packages, products, features that drive growth, customer satisfaction and business success.",GOPPROF-05
Want to redefine your product success and take the guesswork out of developing products that customers will love?,GOPPROF-05
Redefine your product success and take the guesswork out of developing products with Conjoint Analysis,GOPPROF-05
Product experience,GOPPROF-05
Product experience,GOPPROF-05
Product experience,GOPPROF-05
Product experience,GOPPROF-05
Product experience,GOPPROF-05
Product experience,GOPPROF-05
Step /2,GOPPROF-05
Ready to learn more about Qualtrics?,GOPPROF-05
Phone: (877) 777-9097,GOPPROF-05
Email: solutions@altexsoft.com,GOPPROF-05
Phone: (877) 777-9097,GOPPROF-05
Email: solutions@altexsoft.com,GOPPROF-05
Email: solutions@altexsoft.com,GOPPROF-05
"
		Phone:             
			

",GOPPROF-05
"Let’s make a bold assumption: Every software product you regularly use is data-driven. Example? Uber, Spotify, Amazon, Facebook, Netflix, the AltexSoft website you’re viewing right now – just to name a few. To deliver the most value, encourage your return and loyalty, executives of companies like to start their weeks by looking at metrics – pieces of quantifiable data that illustrate the changes in revenue and customer behavior.",GOPPROF-05
"Of course, knowing these changes exist won’t solve anything. Netflix’s ex VP/CPO Gibson Biddle, explained that they used data to hypothesize and then A/B test assumptions to find out what worked. That’s exactly how Netflix decided to replace their 5-star rating system with simple like and dislike buttons, introduce the “percentage match” of the movies, and majorly simplified the UI.",GOPPROF-05
"In this article, we will introduce you to metrics and KPIs to track your product success. While they will give you the knowledge, the real power lies in how you learn from them, how you interpret, hypothesize, and spark change.",GOPPROF-05
"If you’re new to product management, you may spend some time with our YouTube video to learn more about this practice and then get back to the article:",GOPPROF-05
"Metrics is a quantifiable measure that allow businesses to define and track the success of a product or a business activity. Metrics are used by stakeholders, marketers, and the product management team to detect problems, set goals, and make informed decisions. These problems can relate both to engineering efforts that we covered in the article on Agile development metrics and to the results of the final product.",GOPPROF-05
" Today, the biggest issue with metrics is not how to measure them – Google Analytics alone is a valuable tool for calculating and visualizing your success. It’s choosing a few key metrics to keep an eye on, spend less time tracking, and more time acting upon the found data.",GOPPROF-05
" Depending on what your objective is – attracting a new customer segment, improving popularity with users, getting ideas for new features – you need to choose the right metrics. KPIs are among key points in building a product roadmap – they allow product managers to evaluate engagement, feature usage, user experience, and, of course, commercial success.",GOPPROF-05
Key Product KPIs,GOPPROF-05
"First of all, pay attention to KPIs that contribute to your goals. Check also our video on product metrics:",GOPPROF-05
Product management metrics explained in 12 minutes,GOPPROF-05
Let’s start with the most significant area and learn how to measure revenue.,GOPPROF-05
"Let’s face it: Stakeholders care the most about financial metrics. And rightfully so. These are the numbers showing how much you’re making today and will be making in the future, and subsequently – how much more you can develop or simply for how long you can stay afloat. Stakeholders care about the revenue, customer acquisition cost (CAC) and customer lifetime value (LTV or CLTV). These indicators define the fate of the company and the product.",GOPPROF-05
"These metrics measure a product’s total revenue in one month. To calculate them, consider the MRR at the beginning of the month, add gained revenue from new subscriptions, and subtract churned revenue from lost customers.",GOPPROF-05
,GOPPROF-05
"MRR calculation
Source: ProfitWell",GOPPROF-05
"Average revenue per user (ARPU) allows you to count the revenue generated per user monthly or annually. You need these metrics to define the future service revenue, in case you’re going to change the pricing plan or roll out a promotion.",GOPPROF-05
There are two types of ARPU: per new account and per existing account. ARPU per new account refers to metrics based on new accounts appearing after the subscription plan or product price was changed. ARPU per existing account involves the data from accounts established before the price change. This is the ARPU formula:,GOPPROF-05
Monthly recurring revenue / total number of accounts = ARPU,GOPPROF-05
"Use ARPU to compare yourself to competitors, consider different acquisition channels, or segment which tier of customers brings more value.",GOPPROF-05
"How to use MRR and ARPU. It’s an effective KPI to use to monitor a company’s current health and it’s especially valuable in SaaS businesses working on a subscription basis. Since you don’t need to worry about one-off sales after acquiring a recurring customer, MRR is easily calculated and predictable.",GOPPROF-05
"These metrics allow you to calculate how much money a user will generate in the long term. LTV displays an average profit from one user before they cancel a subscription. The point of this KPI is to show you how much you can spend to attract a new customer at an early stage, regarding the probable profit from one person. To calculate it, establish an average duration of a customer lifetime (how long a customer uses a product before stopping) and average revenue per user.",GOPPROF-05
Average Revenue Per User (ARPU) * Average customer lifetime = CLTV ,GOPPROF-05
"How to use CLTV. Track this metric to test and select customer acquisition channels, purchasing cycles, and retention strategies.",GOPPROF-05
"This metric covers all the costs spent on attracting customers: marketing spendings, sales team work, advertising. Sometimes these costs include salaries of marketing and sales professionals. Usually, customer acquisition cost involves setting a specific period of time and total revenue. There are several formulas to calculate CAC, but the simplest one is:",GOPPROF-05
Sales & marketing spendings for a period of time / total # of customers generated for a period of time = CAC,GOPPROF-05
"How to use CAC. Use CLTV and CAC together to identify whether customers bring you less profit than what you spend on them, and whether it’s time to reconsider pricing and product marketing strategy to attract more users.",GOPPROF-05
"Albeit less relevant to stakeholders, customer-oriented metrics will show you how your product development efforts transform into user interactions. How many users find and use your product? How much time do they spend using it overall or a particular feature? How do customers react to a specifically planted action or feature? Also, these metrics include data on those who stopped using a product abruptly (bounce rates).",GOPPROF-05
"Besides revenue, the most valuable metrics of product growth is the number of users or subscribers for a fixed period of time. But the number of people who have subscribed or purchased your product isn’t a primary KPI. What really matters is the number of active users. Metrics of this category track how many unique visitors or users you have per day (DAU), week (WAU), or month (MAU). A unique visitor is one who visits a website at least once within a given period of time.",GOPPROF-05
Daily Active User (DAU) – the number of active users per day. An “active user” is one who signed in an account and performed some valuable activities.,GOPPROF-05
Monthly Active User (MAU) – the number of active users who complete valuable activities per month.,GOPPROF-05
"This KPI is applied to mobile apps, online games, websites, and social networks. A unique user is defined by ID and login. In identifying the “stickiness” of a product, apply DAU/MAU ratio.",GOPPROF-05
DAU/MAU = # of Daily active users / # of Monthly active users,GOPPROF-05
,GOPPROF-05
"An example of DAU/MAU ratio
Source: Geckoboard",GOPPROF-05
"How to use DAU/MAU ratio. DAU/MAU of 20 percent is considered a good sign, while 50+ percent indicates extreme success. Growing DAU/MAU percentage allows for tracking growth or decline of a product. This ratio is used in forecasting, budgeting, or making a decision to develop new features. However, not every product must be used daily to be considered successful. You can use Uber once a week on a Friday night out or log into Airbnb twice a year. So, high-recency products are more prone to going viral.",GOPPROF-05
"This KPI is the easiest way to track digital product usage. The best way to measure it is to take the total time users spend in your product, divide it by a number of users, and take the mean value. Google Analytics calculates this number for you.",GOPPROF-05
"How to use the session duration metric. If you calculate the session duration of a group of bounced or churned users, you may find a clue on how to improve user interaction and understand what made them stop using a product.",GOPPROF-05
"This KPI mostly applies to websites, while for applications and software we use the number of users. It shows the general number of people who found and visited the website. While organic traffic is related to the number of visitors who found a webpage via search, paid traffic counts those who visited it from paid sources, for example, paid search, social media ads, or sponsored content.",GOPPROF-05
How to use traffic metric. Paid traffic allows you to find out whether you should continue the promotion and how correct your targeting is. Traffic metrics also allows the product manager to understand which type of marketing is more effective.,GOPPROF-05
Another metric is the bounce rate. It allows for measuring the percentage of users who visited only one page of a website or app and left.,GOPPROF-05
"
Bounce rate in Google Analytics
Source: Neil Patel",GOPPROF-05
How to use bounce rate. Bounce rate allows you to track the user behavior and understand how to optimize your product to reduce this number and increase user attention. The next section focuses on more KPIs for attracting the users.,GOPPROF-05
"Retention metrics help understand whether your marketing and customer support efforts pay off. If you know your Customer Acquisition Cost, you know how much it takes to attract a new user. Your current clients are much more likely to try a new feature, switch to a better plan, or take part in an interview for user research, so it makes sense to focus on retaining them.",GOPPROF-05
Customer retention rate (CRR) is the percentage of customers who stayed with the company after a certain time period. You can base your calculations on a number of downloads or first logins to the app.,GOPPROF-05
Retention rate = Customers at the end of the calculated period – New customers / Customers at the start of the calculated period x 100,GOPPROF-05
"How to use retention rate: Based on this KPI, you can understand if and for how long you’ll be able to retain new customers when your customer retention rate is growing. In case it dropped, you can be on the lookout for a new competitor or a problem in customer service. According to the Product Benchmarks Report by Mixpanel, the average CRR for most software products is below 20 percent over 8 weeks, depending on the industry. ",GOPPROF-05
"People are as likely to abandon SaaS apps as they are to bail on a media & entertainment ones after a week
Source: Product Benchmarks Report by Mixpanel",GOPPROF-05
You decide what type of incoming data to use for CRR calculations: what action is considered returning and over what time period you should measure retention.,GOPPROF-05
"While retention rate measures the percentage of users who stayed, the churn rate measures those you’ve lost. There are two types of churn rate: customer churn (number of users who canceled paid subscriptions) and revenue churn (amount of revenue lost due to customer churn). To measure customer churn rate, take the number of customers lost during a certain time period and divide it by the number of customers at the beginning of this time period.",GOPPROF-05
Customer churn rate = Customers lost / Total customers,GOPPROF-05
,GOPPROF-05
"Average churn rate for subscription businesses
Source: Recurly Research",GOPPROF-05
"How to use churn rate. In terms of business success, it’s more effective to pay attention to revenue churn than to customer churn. However, customer churn rate can tell you a lot about customer satisfaction. If you measure churn rate after introducing a new subscription plan or applying a new feature, you can understand whether they were justified or not.",GOPPROF-05
There also are KPIs that allows you to measure the popularity of new and old features and we will discuss them now.,GOPPROF-05
"One of the central product manager responsibilities is to lead the product development workshop, where a product team works on ideation of new features and UX design. To make relevant decisions, you need convincing data on product and feature usage. Two key metrics here are the number of user actions and sessions per user.",GOPPROF-05
"This metric helps understand key user behavior: how often users come back and use the site. It can be tracked with statistics that display the number of logins or site visits. This KPI reveals the popularity of a product – if the audience engages with it again and again. Unlike traffic or session duration, the number of sessions per user shows an average for a particular group of people in some time period.",GOPPROF-05
How to use number of sessions per user. Compare this data within different groups of users or visitors (retained and churned) to forecast user behavior changes before churn and prevent it.,GOPPROF-05
"This KPI seems similar to the previous one, but it tracks not just how many times a user opened an app. It displays which actions a user made and which feature(s) they used while using the app. This metric is used to understand the popularity of a certain feature since it was introduced and compared to a particular period of time. Also, you can compare these metrics of churned and retained customers and get an idea of what makes the users interested in your product.",GOPPROF-05
"How to use number of user actions. Use this data in A/B testing to make decisions about features, UX elements, and to understand customer behavior.",GOPPROF-05
The last metric to consider is the level of customer satisfaction and the following section is devoted to key indicators that allow you to track it.,GOPPROF-05
"Churn and bounce rates, traffic, and retention rate tell about customer perception of your service or product indirectly. The primary way to learn if the customers are happy is direct customer feedback. Net promoter score, customer satisfaction score, and customer effort are metrics that can be obtained via surveys.",GOPPROF-05
"This metric measures the number of loyal customers who are likely to recommend a product (promoters), and those customers who hate it (detractors). To calculate NPS, ask users to rank your product from 0 to 10. Detractors would give it from 0 to 6 points, users with 7-8 points are neutrals, and those who gave it 9-10 are promoters. The NPS formula is:",GOPPROF-05
NPS = % of promoters – % of detractors,GOPPROF-05
,GOPPROF-05
"An example of NPS
Source: Datapine",GOPPROF-05
Bain and Company who initially introduced the metric identified that high NPS leads to 20-60 percent of organic growth. Same goes for negative NPS – a high number of detractors results in economic penalties.,GOPPROF-05
"How to use NPS. NPS awareness throughout the organization motivates employees to deliver more value, react to issues faster, and get to the root of detractors’ problems. Besides, any information learned about detractors should be shared among all departments in a common effort to improve the overall experience of your customers.",GOPPROF-05
"It measures the overall level of content or discontent of a user about a specific product or service feature. Usually, users are asked to rank a product or service on a scale of 1-3, 1-5, or 1-10. It’s calculated by summing the score and dividing it by the number of respondents. Unlike NPS, CSAT is directed towards evaluating satisfaction with a particular feature. Customer experience is measured with other metrics: Customer Effort Score (CES). Measured like the CSAT, you need a customer survey where users rank how easy it was to find a necessary information about a product.",GOPPROF-05
"How to use the CSAT. Ask for user feedback at several points through the customer journey and do it before another subscription renewal so you have time to introduce improvements. Also, use this metric as an industry benchmark – the American Customer Satisfaction Index logs data from the biggest companies and compares stats with past results.",GOPPROF-05
"According to State of Product Leadership 2019 survey by Pendo and Product Collective, the majority of product managers still focus on product features and feature delivery. Product goals remain their primary concern, while adoption, revenue, and user retention remain a secondary or even tertiary concern. Does it mean that product managers should keep measuring their success the same way? The survey shows that it’s not a very favorable strategy for a lucrative product: the less you focus on customers, the less successful your product becomes compared to your competitors. Here are several recommendations:",GOPPROF-05
"Keep in mind that a product is not just about the software itself, it is about the value and customer satisfaction – so the most important metrics should be concerned with the user.",GOPPROF-05
"
Yes, I understand and agree to the Privacy Policy

",GOPPROF-05
"I was looking for such a thing . Thanks a lot for this wonderful article . I wanted to ask you a question . Incase of an enterprise product where the end users are internal operations team and the management team, in such scenarios how should one define the KPI’s
",GOPPROF-05
"I was looking for such a thing . Thanks a lot for this wonderful article . I wanted to ask you a question . Incase of an enterprise product where the end users are internal operations team and the management team, in such scenarios how should one define the KPI’s",GOPPROF-05
"Your Blog Is So Nice Thanks For Sharing Amazing Kind Of Information. 
",GOPPROF-05
Your Blog Is So Nice Thanks For Sharing Amazing Kind Of Information. ,GOPPROF-05
"I think the calculation for Average Session Duration should be:
average session duration = total session duration / total sessions, then take the mean of all users.
What do you think?
",GOPPROF-05
I think the calculation for Average Session Duration should be:,GOPPROF-05
"average session duration = total session duration / total sessions, then take the mean of all users.",GOPPROF-05
What do you think?,GOPPROF-05
"This is a nice article where I can see all the critical metrics, but I would suggest you to write an example for each metric. Mostly the users will be new to these key terms and I am using this page only for indexing the key metrics and to find details, I need to go to several pages. better add a video  / write more examples like how the food industry calculates, FMCG calculates, etc. Thanks
",GOPPROF-05
"This is a nice article where I can see all the critical metrics, but I would suggest you to write an example for each metric. Mostly the users will be new to these key terms and I am using this page only for indexing the key metrics and to find details, I need to go to several pages. better add a video  / write more examples like how the food industry calculates, FMCG calculates, etc. Thanks",GOPPROF-05
"This is a great article with just the right amount of detail.  Thank you for writing it.
",GOPPROF-05
This is a great article with just the right amount of detail.  Thank you for writing it.,GOPPROF-05
"Join the list of 9,587 subscribers and get the latest technology insights straight into your inbox.",GOPPROF-05
"

    Yes, I understand and agree to the Privacy Policy

",GOPPROF-05
"Yes, I understand and agree to the Privacy Policy",GOPPROF-05
" 
",GOPPROF-05
"For product managers, KPIs are a powerful tool. They quantify team progress, the progress of the product, and the overall business. Product manager KPIs include specific metrics associated with the product, customers, and the overall process in bringing a product to market.
",GOPPROF-05
"For product managers (PDMs), key performance indicators (KPIs) are the strongest, defensible tool in decision making. They identify the progress of the work of the team, the progress of the product and the overall business. Product manager KPIs include specific activities associated with the product, customers, and the overall process for bringing a product to market.",GOPPROF-05
"KPIs should be used to celebrate success and identify risk. Conversely, the lack of KPIs leave a product manager blind to what’s going on and show a weakness in management style. Product managers should determine which product management metrics are the most important to track and report.",GOPPROF-05
,GOPPROF-05
The role of a product manager can be mystifying to many stakeholders. Some view it from their understanding of a project manager—keeping the progress on track and coordinating people to work together. Others view the role as a liaison between the sales teams and the engineering organization—translating business requirements into technical requirements.,GOPPROF-05
"Progressive executive teams recognize product managers as the overall business owner or a business unit manager for a specific set of deliverables—the product. Product managers are responsible for the perception they want for their role. Strong PDMs leverage product management success metrics as a tool to demonstrate their proficiency in managing their product. More importantly, product KPIs are the foundation for monitoring the success or failure of products or the company.",GOPPROF-05
"Product manager KPIs cover a broad set of topics. Product managers that come from an engineering background often focus on creating KPIs associated with the product. For product managers with a marketing background, the response is usually associated with usage or customer behaviors.",GOPPROF-05
"Product managers must make the judgment call identifying what is most useful to assist them in their decision-making and their communications strategy. They should work with the executive team to identify the product management metrics that help them with their decision-making and in support of corporate goals. When pitching new ideas and asking for the investments required, having data about previous trends, and identifying methods of validating investment strategies will create a stronger business case.",GOPPROF-05
,GOPPROF-05
"KPIs can be organized into various categories. It is important for product managers to explore which product management KPIs are important to communicate as part of building credibility, encouraging engagement, celebrating success, or identifying trends and issues.",GOPPROF-05
"Professional PDMs will be selective when creating KPI reports. Depending on the level of automation, KPIs can involve many people. Pick the top five or six that give you the confidence in your progress and in your decision-making.",GOPPROF-05
"The most common set of performance targets are the business KPIs that product managers often overlook. Creating KPIs for business performance will help identify trends in the success of the growth of the business. These are focused around customers, customer lifetime value, bookings, revenues, costs, and profitability. For executives, these business performance metrics will be the ones that drive investment decisions, lay a foundation for additional headcount, or drive go-no-go decisions at the departmental or product level.",GOPPROF-05
"The following table identifies some KPIs relating to business performance, a suggested cadence, and descriptions.",GOPPROF-05
"Product managers should monitor customer related KPIs as an indicator of how well the sales and customer success engagements are working. If customer velocity is reducing, then it’s critical to understand why. Is it a new competitor? Is it a pricing issue? Is it a customer communications/expectation issue? If customers are leaving (churn or attrition) then a deep dive should immediately ensue to explore remediation activities.",GOPPROF-05
"A rapid increase in growth can lead to a discussion about market share, pricing increases, and new investments in the growth of the product line. Rapid growth can impact the performance of your operating environments, especially in a SaaS environment as it relates to COGS and OCOGS. Do you have enough capacity? Is Support sufficiently staffed? Is Customer Success able to handle the volume of customers? Are trends showing that you need to act immediately to prepare for the additional overhead?",GOPPROF-05
,GOPPROF-05
"When considering financial or revenue forecasting and planning, find out about seasonal implications. These might include a need for “use it or lose it” budget situations at the end of the fiscal year. Most companies close their year in December. Consider March break as a down time and summer as a slow-down time for many businesses as people take vacations. Year over year comparisons will show those trends. Plan product releases, launches, and announcements with those considerations in mind.",GOPPROF-05
Product usage KPIs will help to identify how the product is perceived and used. It will help drive roadmap decisions relating to key feature functionality and user experience (UX). Create the tracking mechanisms within your applications to understand behavior as a tool for continuous improvement. Track often and report trending over a period of time.,GOPPROF-05
Utilize the product usage KPIs to identify potential customers that might churn due to performance issues. Monitor these KPIs to address situations before they become escalated issues. A program of continuous improvement will leverage these KPIs to demonstrate success.,GOPPROF-05
"Product development KPIs help with identifying process improvements, velocity, and speed of development. Monitoring and sharing the results from the team can create new energy and competitiveness.",GOPPROF-05
"It’s important to work with the engineering leads to agree on appropriate KPIs and to share them with the team. KPIs can form a basis for recognizing achievements, managing team size, or identifying areas for improvement.",GOPPROF-05
"Product quality KPIs will identify trends and risks in delivering an extraordinary customer experience. Product managers should consider tradeoffs in quality against delivery timelines, keeping in mind that a single failure found by a single client can have a profound impact on the business. As more customers leverage social networking to share their displeasure, quality KPIs should be high on the priority list.",GOPPROF-05
"Product quality can form a validation of the quality of the engineering organization. Properly used, KPIs can create a foundation for continuous improvement, reduction in testing, automation, and overall improved customer experience.",GOPPROF-05
"When building relationships with other organizations within the company, recognize that they also have KPIs. Many of those are shared (e.g., revenues, customers, usage, etc.). For product managers with goals around meeting analysts’ comparisons (e.g., Gartner Magic Quadrant), working with Marketing to promote positive results can support the competitive market positioning needs. The foundation may start with customers that are loving the product (usage is increasing), which improves the brand (a marketing KPI). This could turn into a customer success story, be used with analysts to drive further brand recognition, or can be tied to word-of-mouth qualified lead generation.",GOPPROF-05
"Identification of negative trends can lead to mitigation plans that will remediate the situation as a team. For example, if Finance identifies that renewals revenues are dropping off, Product Management can coordinate with Marketing to create a sales renewals campaign around a new (or upcoming) functionality to address the situation. In this scenario, not only does the renewal (revenue) challenge get resolved, but Product Management can identify potential MVP or beta users to test and promote new functionality.",GOPPROF-05
Understanding how product management KPIs fit with each organization’s goals can create synergies to drive successful relationships. A regular cadence of communications with the rest of the organizations can help with early identification of opportunities to improve. Here are a few discussion topics where other departments may be involved when certain trends are identified.,GOPPROF-05
"As the center point to the overall product business, a product manager has the unique opportunity to influence and drive success for the company with clear communications. Explore the following business scenarios and consider which performance metrics will create the best positive impact when communicated regularly.",GOPPROF-05
"Ambiguity is the bane of any communications. Exactly how bad is it? How great was it? What are the facts? Creating a data-driven foundation helps to eliminate fuzzy conversations and creates definitive, clear communications. An informed product manager will have their finger on the pulse of the business performance, product development, product quality and product usage KPIs that are the foundation of a well functioning business.",GOPPROF-05
"The opportunity for product management teams to drive a business lies in the knowledge, based on real data, of how the key factors of the product and business are running over time. Pick the top five or ten KPIs—monitor them religiously and repeat them at every opportunity.",GOPPROF-05
"By continuously communicating successes and dealing rapidly with negative results, the surprises and challenges that always come with the job of a product manager will be minimized. Knowledge is power, and product management KPIs allow product managers to own success. Skills in getting this right can make or break a company.",GOPPROF-05
"A KPI is a measure of performance. It counts activities, revenues, costs, usage, or other measures that inform decisions. Product managers will use KPI data to monitor success or failure in product or business goals. KPIs can also identify changes which might require an immediate change in business direction. ",GOPPROF-05
"Product managers will choose KPIs that meet specific performance goals or those of the company. This may include customer performance, product usage, product development or financial performance indicators. Product managers will monitor 5-6 KPIs regularly and select others to monitor for specific situations. ",GOPPROF-05
"Popular company performance indicators include revenues, profits, and the number of customers. Measured over time, the speed of growth is important in identifying investment opportunities to further accelerate company success. Conversely, unexpected negative changes should warrant immediate investigation. ",GOPPROF-05
"Important product performance indicators include on-time delivery, quality, support, usability, and customer adoption. With a culture of continuous improvement, most product managers will look for ways to increase revenues, loyalty, and usability to drive an increasing customer lifetime value (CLV). ",GOPPROF-05
The product management role defines taking a concept and turning it into reality. They are responsible for the success of their product(s). The role spans coordinating with every stakeholder in the organization from the client who will purchase or use it to the entire corporate organization.,GOPPROF-05
"The product management process is best viewed from the customer journey. A product manager is responsible for optimizing each touchpoint with a customer or prospect to ensure a positive experience. The success of those touchpoints will drive the success of the product, which in turn defines company success.",GOPPROF-05
"Product management owns the success of the product. Product managers motivate and inspire entire organizations to accomplish the tasks required to get a product to market. They are experienced, professional managers. They are key decision makers; their decisions must be credible and understood by all stakeholders.",GOPPROF-05
Tags,GOPPROF-05
Freelancer? Find your next job.,GOPPROF-05
Laurie Harvey,GOPPROF-05
Product Manager,GOPPROF-05
About the author,GOPPROF-05
"Laurie is a skilled manager who drives unprecedented results. Starting from the ground up, she's a strong leader and leverages her ability to inspire results, focusing on prioritizing high-impact efforts. She has led both marketing and product management during her extensive career. Laurie has delivered B2B and B2C offerings for startups and enterprises, exceeding customer expectations, solving their most pressing challenges, and fulfilling new market opportunities.",GOPPROF-05
"World-class articles, delivered weekly.",GOPPROF-05
Subscription implies consent to our privacy policy,GOPPROF-05
Thank you!Check out your inbox to confirm your invite.,GOPPROF-05
See our related talent,GOPPROF-05
Freelancer? Find your next job.,GOPPROF-05
Hire the author,GOPPROF-05
Laurie Harvey,GOPPROF-05
Product Manager,GOPPROF-05
"World-class articles, delivered weekly.",GOPPROF-05
Subscription implies consent to our privacy policy,GOPPROF-05
Thank you!Check out your inbox to confirm your invite.,GOPPROF-05
"World-class articles, delivered weekly.",GOPPROF-05
Subscription implies consent to our privacy policy,GOPPROF-05
Thank you!Check out your inbox to confirm your invite.,GOPPROF-05
"Join the Toptal® community.
",GOPPROF-05
"For something so fundamentally important to a company’s success, product development is notoriously tricky to manage. In part, that’s because R&D activities require companies to juggle so many dimensions. They must balance new features and innovative technologies against cost, risk, and time to market. They must consider how well they are meeting the needs of customers with varying requirements. And they must understand how new products will fit into their existing portfolio, and how they stack up against competitor offerings.",GOPPROF-05
"Companies also must ensure they are making the right use of limited resources, allocating people, time, and money to the projects that will best meet their short- and long-term strategic goals. That raises a crucial question: how should they measure the performance of their product-development teams?",GOPPROF-05
"By themselves, metrics aren’t a solution to product-development challenges, but the key performance indicators (KPIs) companies use do show where management is focusing its attention. That led us to wonder about the relationships between what companies track in product development and how they perform.",GOPPROF-05
"To investigate this issue, we conducted a new analysis to compare companies’ use of different product-development KPIs and their overall financial performance. We based the work on ten years of data collected through the McKinsey Product Development Fingerprint, a proprietary product-development diagnostic tool.",GOPPROF-05
"This research is at an early stage. Our dataset comprises 42 companies, for which detailed data on product-development metrics and financial performance was available. Nevertheless, the work reveals a number of intriguing and potentially counterintuitive findings.",GOPPROF-05
"In our analysis, we considered a company to be “using” a metric if it was cited by more than one-third of staff interviewed. That’s important, because widespread knowledge of a metric indicates that the company is using that indicator actively as part of its performance-management processes.",GOPPROF-05
"For almost a decade, the McKinsey Product Development Fingerprint diagnostic has gathered data based on in-depth assessments of companies’ product-development practices and outcomes. The fingerprinting approach has now been applied to more than 500 projects at around 130 organizations. One element of the diagnostic involves structured interviews with staff from all parts of the R&D function, who are asked about the metrics their organization uses to monitor product-development activities.",GOPPROF-05
"For our new analysis, we selected 42 companies from the Fingerprint database, choosing those with both a good dataset on the metrics in use, and publicly available data on financial performance over the ten-year period from 2007 to 2016.",GOPPROF-05
"In our analysis, we considered a company to be “using” a metric if the metric was cited by at least one-third of participants in the diagnostic interview phase. That’s important, because widespread knowledge of a metric indicates that the company is using that indicator actively as part of its performance management processes.",GOPPROF-05
"The Fingerprint survey is retrospective: It asks participants to comment on practices and metrics used in a specific, recently completed project.",GOPPROF-05
"To estimate the correlation between each organization’s KPIs and its overall financial performance, we created a new metric of our own, taking the company’s profit growth for the year after its participation in the Fingerprint and subtracting the average profit growth for companies in its sector. For companies that outperformed their sector, this index of relative-profit growth would be positive, and the better their performance, the higher it would be.",GOPPROF-05
"We also wanted to look at the relationship between product-development metrics and profitability over the longer term. In particular, we wanted to identify the approaches used by companies that achieve consistent high performance. To do this, we designed a second metric. To create our ten-year index of profit-growth stability, we calculated each company’s relative-profit growth for every year between 2007 and 2016, then divided the sum of these values by their standard deviation. The larger and more stable a company’s profit growth over the analysis period, the higher this figure would be.",GOPPROF-05
"To study the impact of individual KPIs on short- and long-term financial performance, we compared the average of each of our two metrics for companies that used a given indicator with the average for those that did not.",GOPPROF-05
"We correlated the use of selected metrics with two measures of financial performance. The first was relative-profit growth, based on profit growth at the company in the year the data was collected, compared to the average for its sector. The second was profit-growth stability, which quantifies the variability of profit growth over a ten-year period, again in comparison to the sector average. For full details of our data set, and how we analyzed it, see sidebar, “Linking product-development metrics to financial performance.”",GOPPROF-05
"More than three-quarters of companies in our sample made widespread use of product volume, revenue, unit cost, and time-to-market KPIs. The majority also have metrics in place to measure the reliability of their manufacturing operations. That puts these “product-related” metrics among the most commonly used across our sample. And, on our short-term measure, companies that use these metrics perform better than the minority that don’t.",GOPPROF-05
"When we looked at profit-growth stability, however, a different picture emerged. Over a ten-year period, the benefits of tracking product-focused metrics disappeared, suggesting a different focus becomes increasingly important as time passes. One possible explanation for this finding is that some organizations are sacrificing long-term performance in the pursuit of short-term objectives, for example by working hard to get the next product into the market without sufficient attention to the development of a broad portfolio, or to the technologies and strategies that will underpin future product generations (Exhibit 1).",GOPPROF-05
,GOPPROF-05
"While the majority of the companies in our sample monitor customers’ satisfaction with product performance, only 44 percent of them measure customers’ satisfaction with the price they paid for the value they received. Our analysis suggests that this is a measure that deserves more attention, since it is strongly correlated with both short-term profit growth and long-term stability. Indeed, the average relative-profit growth of the companies that did use this metric was 12.9 percentage points higher than those that did not (Exhibit 2).",GOPPROF-05
,GOPPROF-05
"Over the long term, two customer-related metrics were associated with profit-growth stability: customer satisfaction with price for value and product performance against its specification.",GOPPROF-05
"This makes intuitive sense, as understanding your customer’s real requirements, delivering on your promises, and offering strong value for money are good ways to build reputation and customer loyalty.",GOPPROF-05
"The use of metrics related to supplier performance was less widespread in our sample. In particular, only one-third of companies measure innovations that were developed by or with their suppliers and partners. The use of this type of metric was strongly associated with both relative-profit growth and profit-growth stability. For example, companies that measure suppliers’ innovation performance show an average short-term profit growth that’s 15.4 percentage points higher than the rest (Exhibit 3).",GOPPROF-05
,GOPPROF-05
"Across industries, innovative ideas and enabling technologies are increasingly likely to come from outside the organization. Companies that measure their effort to identify and exploit external innovation are more likely to get better at it.",GOPPROF-05
"Only 39 percent of the companies in our sample take a systematic approach to measuring project-team morale. This metric delivered an ambiguous result: In the short term, it is associated with poorer relative-profit growth, but over the long term, it is linked with better profit-growth stability.",GOPPROF-05
"That could indicate a trade-off between performance and health. Companies that work their product-development teams harder might squeeze better results from them in the short term, but product development is a marathon, not a sprint. Healthier teams may be better-equipped to regroup and produce good results, project after project, year after year.",GOPPROF-05
"The most intriguing result of our analysis is one that should give every R&D leader pause for thought. The variable with the most significant negative correlation with short-term financial performance was budget adherence. Only 15 percent of the companies in our sample did not make widespread use of this metric, but those companies had an average relative-profit growth 11.4 percentage points higher than the remaining 85 percent. Moreover, budget adherence was also the only metric to show a significant negative correlation with both short-term profit growth and long-term stability (Exhibit 4).",GOPPROF-05
,GOPPROF-05
